	Document	Raw	Corrected	Operation	errors	readability
457	AR-030-81757	لنتحدث	لنتحدث	NO_CHANGE	0	1
458	AR-030-81757	بكل	بكل	NO_CHANGE	0	0
459	AR-030-81757	اريحيه	أريحية	EDIT	1	5
460	AR-030-81757	و		DELETE	2	1
461	AR-030-81757	صراحه	وصراحة،	EDIT	1	1
462	AR-030-81757	،		DELETE	0	0
463	AR-030-81757	مواقع	مواقع	NO_CHANGE	0	2
464	AR-030-81757	التواصل	التواصل	NO_CHANGE	0	3
465	AR-030-81757	الاجتماعي	الاجتماعي	NO_CHANGE	0	3
466	AR-030-81757	اصبحت	أصبحت	EDIT	1	2
467	AR-030-81757	عباره	عبارة	EDIT	1	2
468	AR-030-81757	عن	عن	NO_CHANGE	0	1
469	AR-030-81757	اداة	أداة	EDIT	1	2
470	AR-030-81757	ذات	ذات	NO_CHANGE	0	4
471	AR-030-81757	حدين	حدين	NO_CHANGE	0	5
472	AR-030-81757	قد	قد	NO_CHANGE	0	3
473	AR-030-81757	تدمر	تدمر	NO_CHANGE	0	2
474	AR-030-81757	حياتك	حياتك	NO_CHANGE	0	1
475	AR-030-81757	او	أو	EDIT	1	0
476	AR-030-81757	حياه	حياة	EDIT	1	1
477	AR-030-81757	اي	أي	EDIT	1	1
478	AR-030-81757	شخص	شخص	NO_CHANGE	0	1
479	AR-030-81757	اخر	آخر	EDIT	1	1
480	AR-030-81757	بكبسة	بكبسة	NO_CHANGE	1	4
481	AR-030-81757	زر	زر،	EDIT	0	1
482	AR-030-81757	و		DELETE	2	1
483	AR-030-81757	قد	وقد	EDIT	0	3
484	AR-030-81757	تشرق	تشرق	NO_CHANGE	0	2
485	AR-030-81757	حياة	حياة	NO_CHANGE	0	1
486	AR-030-81757	احدهم	أحدهم	EDIT	1	1
487	AR-030-81757	من	من	NO_CHANGE	0	1
488	AR-030-81757	ذات	ذات	NO_CHANGE	0	4
489	AR-030-81757	كبسة	كبسة	NO_CHANGE	1	4
490	AR-030-81757	الزر	الزر	NO_CHANGE	0	1
491	AR-030-81757	تلك	تلك.	EDIT	0	2
492	AR-030-81757	،		DELETE	0	0
493	AR-030-81757	ولكن	ولكن	NO_CHANGE	0	0
494	AR-030-81757	هذا	هذا	NO_CHANGE	0	1
495	AR-030-81757	بالطبع	بالطبع	NO_CHANGE	0	3
496	AR-030-81757	هذا		DELETE	0	1
497	AR-030-81757	يعتمد	يعتمد	NO_CHANGE	0	1
498	AR-030-81757	علينا	علينا	NO_CHANGE	0	1
499	AR-030-81757	نحن	نحن	NO_CHANGE	0	1
500	AR-030-81757	كافراد	كأفراد	EDIT	1	3
501	AR-030-81757	،		DELETE	0	0
502	AR-030-81757	على	على	NO_CHANGE	0	1
503	AR-030-81757	مدى	مدى	NO_CHANGE	0	4
504	AR-030-81757	سيطرت	سيطرة	EDIT	0	1
505	AR-030-81757	تلك	تلك	NO_CHANGE	0	2
506	AR-030-81757	الشاشات	الشاشات	NO_CHANGE	0	1
507	AR-030-81757	علينا،	علينا.	EDIT	0	0
508	AR-030-81757	علينا	علينا	NO_CHANGE	0	1
509	AR-030-81757	عدم	عدم	NO_CHANGE	0	4
510	AR-030-81757	الاستسلام	الاستسلام	NO_CHANGE	0	2
511	AR-030-81757	و		DELETE	2	1
512	AR-030-81757	العيش	والعيش	EDIT	0	2
513	AR-030-81757	في	في	NO_CHANGE	0	1
514	AR-030-81757	عالم	عالم	NO_CHANGE	0	1
515	AR-030-81757	قد	قد	NO_CHANGE	0	3
516	AR-030-81757	يزول	يزول	NO_CHANGE	0	3
517	AR-030-81757	بمجرد	بمجرد	NO_CHANGE	0	4
518	AR-030-81757	ان	أن	EDIT	1	2
519	AR-030-81757	نطفئ	نطفئ	NO_CHANGE	0	1
520	AR-030-81757	الانترنت	الإنترنت،	EDIT	1	0
521	AR-030-81757	،		DELETE	0	0
522	AR-030-81757	علينا	علينا	NO_CHANGE	0	1
523	AR-030-81757	مزاولة	مزاولة	NO_CHANGE	0	5
524	AR-030-81757	العيش	العيش	NO_CHANGE	0	2
525	AR-030-81757		في	INSERT	0	0
526	AR-030-81757	فحياتنا	حياتنا	EDIT	0	1
527	AR-030-81757	الواقعيه	الواقعية.	EDIT	1	3
528	AR-030-81757	و		DELETE	2	1
529	AR-030-81757	مع	ومع	EDIT	0	0
530	AR-030-81757	ذلك	ذلك	NO_CHANGE	0	2
531	AR-030-81757	يجب	يجب	NO_CHANGE	0	3
532	AR-030-81757	علينا	علينا	NO_CHANGE	0	1
533	AR-030-81757	مواكبة	مواكبة	NO_CHANGE	0	0
534	AR-030-81757	التطور	التطور	NO_CHANGE	0	2
535	AR-030-81757	و		DELETE	2	1
536	AR-030-81757	لكن	ولكن	EDIT	0	0
537	AR-030-81757	ليس	ليس	NO_CHANGE	0	5
538	AR-030-81757	للحد	للحد	NO_CHANGE	0	3
539	AR-030-81757	الذي	الذي	NO_CHANGE	0	3
540	AR-030-81757	يجعلنا	يجعلنا	NO_CHANGE	0	1
541	AR-030-81757	ننسى	ننسى	NO_CHANGE	0	1
542	AR-030-81757	من	من	NO_CHANGE	0	1
543	AR-030-81757	نحن،	نحن	EDIT	0	0
544	AR-030-81757	او	أو	EDIT	1	0
545	AR-030-81757	من	من	NO_CHANGE	0	1
546	AR-030-81757	حولنا	حولنا.	EDIT	0	1
547	AR-030-81757	،		DELETE	0	0
548	AR-030-81757	و		DELETE	2	1
549	AR-030-81757	بالاخير	وبالأخير	EDIT	1	2
550	AR-030-81757	لكل	لكل	NO_CHANGE	0	0
551	AR-030-81757		شيء	INSERT	0	0
552	AR-030-81757	شيمضار	مضار	EDIT	0	0
553	AR-030-81757	و		DELETE	2	1
554	AR-030-81757	منافع	ومنافع	EDIT	0	3
555	AR-030-81757	و		DELETE	2	1
556	AR-030-81757	علينا	وعلينا	EDIT	0	1
557	AR-030-81757	توخي	توخي	NO_CHANGE	1	4
558	AR-030-81757	الحذر	الحذر	NO_CHANGE	0	4
559	AR-030-81757	و		DELETE	2	1
560	AR-030-81757	توسيع	وتوسيع	EDIT	0	3
561	AR-030-81757	مدارك	مدارك	NO_CHANGE	0	4
562	AR-030-81757	افكارنا	أفكارنا	EDIT	1	3
563	AR-030-81757	و		DELETE	2	1
564	AR-030-81757	تحمل	وتحمل	EDIT	0	1
565	AR-030-81757	مسؤولية	مسؤولية	NO_CHANGE	0	3
566	AR-030-81757	افعالنا	أفعالنا،	EDIT	1	2
567	AR-030-81757	فهي	فهي	NO_CHANGE	0	1
568	AR-030-81757	ستؤثر	ستؤثر	NO_CHANGE	0	2
569	AR-030-81757	علينا	علينا	NO_CHANGE	0	1
570	AR-030-81757	،		DELETE	0	0
571	AR-030-81757	وعلى	وعلى	NO_CHANGE	0	1
572	AR-030-81757	عوائلنا	عوائلنا	NO_CHANGE	0	1
573	AR-030-81757	و		DELETE	2	1
574	AR-030-81757	مجتمعنا	ومجتمعنا.	EDIT	0	2
575	AR-030-81757	،		DELETE	0	0
576	AR-030-81757	فلكم	فلكم	NO_CHANGE	0	1
577	AR-030-81757	ان	أن	EDIT	1	2
578	AR-030-81757	تتخيلوا	تتخيلوا	NO_CHANGE	0	1
579	AR-030-81757	مجتمع	مجتمعا	EDIT	0	2
580	AR-030-81757	كامل	كاملا	EDIT	0	2
581	AR-030-81757	يقتات	يقتات	NO_CHANGE	0	4
582	AR-030-81757	في	في	NO_CHANGE	0	1
583	AR-030-81757	احدى	إحدى	EDIT	1	1
584	AR-030-81757	هذه	هذه	NO_CHANGE	0	1
585	AR-030-81757	الشاشات	الشاشات	NO_CHANGE	0	1
586	AR-030-81757	و		DELETE	2	1
587	AR-030-81757	يحيى	ويحيا	EDIT	0	0
588	AR-030-81757	بين	بين	NO_CHANGE	0	0
589	AR-030-81757	كبسة	كبسة	NO_CHANGE	1	4
590	AR-030-81757	زر	زر	NO_CHANGE	0	1
591	AR-030-81757	و		DELETE	2	1
592	AR-030-81757	اخرى	وأخرى	EDIT	1	3
593	AR-030-81757	و		DELETE	2	1
594	AR-030-81757	الاشاعات	والإشاعات	EDIT	1	3
595	AR-030-81757	تجتاحه	تجتاحه،	EDIT	0	4
596	AR-030-81757	بالطبع	بالطبع	NO_CHANGE	0	3
597	AR-030-81757	سيدمر	سيدمر	NO_CHANGE	0	2
598	AR-030-81757	من	من	NO_CHANGE	0	1
599	AR-030-81757	اساسه	أساسه	EDIT	1	1
600	AR-030-81757	حتى	حتى	NO_CHANGE	0	1
601	AR-030-81757	اخره	آخره.	EDIT	1	1
602	AR-030-81757	،		DELETE	0	0
603	AR-030-81757	واخيرا	وأخيرا	EDIT	1	2
604	AR-030-81757	مثلما	مثلما	NO_CHANGE	0	0
605	AR-030-81757	قلت	قلت	NO_CHANGE	0	1
606	AR-030-81757	علينا	علينا	NO_CHANGE	0	1
607	AR-030-81757	توخي	توخي	NO_CHANGE	1	4
608	AR-030-81757	الحذر	الحذر	NO_CHANGE	0	4
609	AR-030-81757	دائما	دائما	NO_CHANGE	0	1
610	AR-030-81757	و		DELETE	2	1
611	AR-030-81757	ابدا	وأبدا.	EDIT	1	2
612	AR-030-81757	.		DELETE	0	0
613	AR-030-83625	من	من	NO_CHANGE	0	1
614	AR-030-83625	اشهر	أشهر	EDIT	1	1
615	AR-030-83625	وساءل	وسائل	EDIT	0	4
616	AR-030-83625	الاتصال	الاتصال	NO_CHANGE	0	1
617	AR-030-83625	بالآخرين	بالآخرين	NO_CHANGE	0	1
618	AR-030-83625	هي	هي	NO_CHANGE	0	1
619	AR-030-83625	الاجتماعية،	الاجتماعية.	EDIT	1	0
620	AR-030-85891	التواصل	التواصل	NO_CHANGE	0	3
621	AR-030-85891	الاجتماعي	الاجتماعي	NO_CHANGE	0	3
622	AR-030-85891	من	من	NO_CHANGE	0	1
623	AR-030-85891	اخطر	أخطر	EDIT	1	0
624	AR-030-85891	الاشياء	الأشياء	EDIT	1	1
625	AR-030-85891	لانها	لأنه	EDIT	1	2
626	AR-030-85891	تبعدنا	يبعدنا	EDIT	0	2
627	AR-030-85891	عن	عن	NO_CHANGE	0	1
628	AR-030-85891	والدينا	والدينا	NO_CHANGE	0	1
629	AR-030-85891	و		DELETE	2	1
630	AR-030-85891	لا	ولا	EDIT	0	1
631	AR-030-85891	تعطينا	يعطينا	EDIT	0	2
632	AR-030-85891	الوقت	الوقت	NO_CHANGE	0	1
633	AR-030-85891	الكافي	الكافي	NO_CHANGE	0	3
634	AR-030-85891	للجلوس	للجلوس	NO_CHANGE	0	1
635	AR-030-85891	معهم	معهم	NO_CHANGE	0	0
636	AR-030-85891	وذالك	وذلك	EDIT	0	1
637	AR-030-85891	يوثر	يؤثر	EDIT	0	5
638	AR-030-85891	في	في	NO_CHANGE	0	1
639	AR-030-85891	عقولنا	عقولنا	NO_CHANGE	0	1
640	AR-030-85891	و		DELETE	2	1
641	AR-030-85891	تصرفاتنا	وتصرفاتنا	EDIT	0	1
642	AR-030-85891	بشكل	بشكل	NO_CHANGE	0	1
643	AR-030-85891	سلبي	سلبي	NO_CHANGE	0	3
644	AR-030-85891	وليس	وليس	NO_CHANGE	0	5
645	AR-030-85891	جيدا	جيدا	NO_CHANGE	0	1
646	AR-030-85891	ابدا.	أبدا.	EDIT	0	0
647	AR-030-85891	لذالك	لذلك	EDIT	0	1
648	AR-030-85891	يجب	يجب	NO_CHANGE	0	3
649	AR-030-85891	علينا	علينا	NO_CHANGE	0	1
650	AR-030-85891	ان	أن	EDIT	1	2
651	AR-030-85891	لا	لا	NO_CHANGE	0	1
652	AR-030-85891	نستخدمها	نستخدمه	EDIT	0	1
653	AR-030-85891	كثيرا	كثيرا	NO_CHANGE	0	0
654	AR-030-85891	وننتبه	وننتبه	NO_CHANGE	0	1
655	AR-030-85891	لها.	له.	EDIT	0	0
656	AR-030-87953	يوجد	يوجد	NO_CHANGE	0	1
657	AR-030-87953	الكثير	الكثير	NO_CHANGE	0	0
658	AR-030-87953	من	من	NO_CHANGE	0	1
659	AR-030-87953	الطرق	الطرق	NO_CHANGE	0	1
660	AR-030-87953	لكي	لكي	NO_CHANGE	0	0
661	AR-030-87953	نعزز	نعزز	NO_CHANGE	0	4
662	AR-030-87953	ثقافة	ثقافة	NO_CHANGE	0	3
663	AR-030-87953	التسامح	التسامح	NO_CHANGE	0	1
664	AR-030-87953	في	في	NO_CHANGE	0	1
665	AR-030-87953	المجتمع	المجتمع	NO_CHANGE	0	2
666	AR-030-87953	ومن	ومن	NO_CHANGE	0	1
667	AR-030-87953	الممكن	الممكن	NO_CHANGE	0	1
668	AR-030-87953	تتطويرها	تطويرها	EDIT	0	0
669	AR-030-87953	ونشرها	ونشرها	NO_CHANGE	0	2
670	AR-030-87953	الي	إلى	EDIT	2	1
671	AR-030-87953	دول	دول	NO_CHANGE	0	1
672	AR-030-87953	اخري	أخرى	EDIT	2	3
673	AR-030-87953	لكي	لكي	NO_CHANGE	0	0
674	AR-030-87953	نحصل	نحصل	NO_CHANGE	0	1
675	AR-030-87953	على	على	NO_CHANGE	0	1
676	AR-030-87953	انطباع	انطباع	NO_CHANGE	0	4
677	AR-030-87953	جيد	جيد	NO_CHANGE	0	1
678	AR-030-87953	من	من	NO_CHANGE	0	1
679	AR-030-87953	الزوار	الزوار	NO_CHANGE	0	2
680	AR-030-87953	والناس	والناس	NO_CHANGE	0	1
681	AR-030-87953	عامةً	عامة،	EDIT	1	3
682	AR-030-87953	،		DELETE	0	0
683	AR-030-87953	ومنها	ومنها	NO_CHANGE	0	1
684	AR-030-87953	هي	نشر	EDIT	0	1
685	AR-030-87953	نشراوراق	أوراق	EDIT	0	0
686	AR-030-87953	توعيه	توعية	EDIT	1	3
687	AR-030-87953	تدل	تدل	NO_CHANGE	0	3
688	AR-030-87953	على	على	NO_CHANGE	0	1
689	AR-030-87953	اهمية	أهمية	EDIT	1	2
690	AR-030-87953	عزيمتها	عزيمتها	NO_CHANGE	0	3
691	AR-030-87953	ومدى	ومدى	NO_CHANGE	0	4
692	AR-030-87953	تقديرها	تقديرها	NO_CHANGE	0	2
693	AR-030-87953	للشعب.ومن	للشعب.	EDIT	0	0
694	AR-030-87953		ومن	INSERT	0	0
695	AR-030-87953	الممكن	الممكن	NO_CHANGE	0	1
696	AR-030-87953	القاء	إلقاء	EDIT	1	3
697	AR-030-87953	محاضرات	محاضرات	NO_CHANGE	0	4
698	AR-030-87953	في	في	NO_CHANGE	0	1
699	AR-030-87953	المدارس	المدارس	NO_CHANGE	0	1
700	AR-030-87953	للكبار	للكبار	NO_CHANGE	0	1
701	AR-030-87953	والصغار	والصغار	NO_CHANGE	0	1
702	AR-030-87953	بطريقه	بطريقة	EDIT	0	1
703	AR-030-87953	مبتكره	مبتكرة	EDIT	0	4
704	AR-030-87953	لكي	لكي	NO_CHANGE	0	0
705	AR-030-87953	لا	لا	NO_CHANGE	0	1
706	AR-030-87953	يشعروا	يشعروا	NO_CHANGE	0	1
707	AR-030-87953	بالملل	بالملل،	EDIT	0	1
708	AR-030-87953	ومن	ومن	NO_CHANGE	0	1
709	AR-030-87953	الممكن	الممكن	NO_CHANGE	0	1
710	AR-030-87953	ان	أن	EDIT	1	2
711	AR-030-87953	يستفيدوا	يستفيدوا	NO_CHANGE	0	1
712	AR-030-87953	من	من	NO_CHANGE	0	1
713	AR-030-87953	هذا	هذا	NO_CHANGE	0	1
714	AR-030-87953	الشيء.	الشيء.	NO_CHANGE	0	0
715	AR-030-87953	التطور	التطور	NO_CHANGE	0	2
716	AR-030-87953	جدا	جدا	NO_CHANGE	0	3
717	AR-030-87953	مهم	مهم	NO_CHANGE	0	1
718	AR-030-87953	في	في	NO_CHANGE	0	1
719	AR-030-87953	دولة	دولة	NO_CHANGE	0	1
720	AR-030-87953	الامارات	الإمارات	EDIT	1	3
721	AR-030-87953	العربيه	العربية	EDIT	1	0
722	AR-030-87953	المتحده	المتحدة،	EDIT	1	3
723	AR-030-87953	وحيث	حيث	EDIT	0	0
724	AR-030-87953	ان	إني	EDIT	1	2
725	AR-030-87953	شهدت	شهدت	NO_CHANGE	0	3
726	AR-030-87953	ان	أن	EDIT	1	2
727	AR-030-87953	دوله	دولة	EDIT	1	1
728	AR-030-87953	الامارات	الإمارات	EDIT	1	3
729	AR-030-87953	العربيه	العربية	EDIT	1	0
730	AR-030-87953	المتحده	المتحدة	EDIT	1	3
731	AR-030-87953	هي	هي	NO_CHANGE	0	1
732	AR-030-87953	اكثر	الأكثر	EDIT	1	0
733	AR-030-87953	تطويرا	تطويرا	NO_CHANGE	0	3
734	AR-030-87953	في	في	NO_CHANGE	0	1
735	AR-030-87953	العالم	العالم	NO_CHANGE	0	1
736	AR-030-87953	بأكمله	بأكمله	NO_CHANGE	0	3
737	AR-030-87953	ومع	ومع	NO_CHANGE	0	0
738	AR-030-87953	مرور	مرور	NO_CHANGE	0	1
739	AR-030-87953	الوقت	الوقت	NO_CHANGE	0	1
740	AR-030-87953	سوف	سوف	NO_CHANGE	0	3
741	AR-030-87953	يزداد	يزداد	NO_CHANGE	0	2
742	AR-030-87953	هذا	هذا	NO_CHANGE	0	1
743	AR-030-87953	التطور	التطور	NO_CHANGE	0	2
744	AR-030-87953	ومنها		DELETE	0	1
745	AR-030-87953	سوف	وسوف	EDIT	0	3
746	AR-030-87953	يتطور	تتطور	EDIT	0	3
747	AR-030-87953	في	في	NO_CHANGE	0	1
748	AR-030-87953	الحضاره	الحضارة	EDIT	1	3
749	AR-030-87953	وسوف	وسوف	NO_CHANGE	0	3
750	AR-030-87953	تشهد	يشهد	EDIT	0	3
751	AR-030-87953	الشعب	الشعب	NO_CHANGE	0	1
752	AR-030-87953	ان	أن	EDIT	1	2
753	AR-030-87953	هذه	هذه	NO_CHANGE	0	1
754	AR-030-87953	دوله	دولة	EDIT	1	1
755	AR-030-87953	متكامله	متكاملة	EDIT	0	3
756	AR-030-87953	ودوله	ودولة	EDIT	1	1
757	AR-030-87953	مستعمره.	مستعمرة،	EDIT	0	0
758	AR-030-87953	حيث	حيث	NO_CHANGE	0	0
759	AR-030-87953	ان	إن	EDIT	1	2
760	AR-030-87953	الشيخ	الشيخ	NO_CHANGE	0	0
761	AR-030-87953	زايد	زايد	NO_CHANGE	0	0
762	AR-030-87953		-	INSERT	0	0
763	AR-030-87953	رحمه	رحمه	NO_CHANGE	0	3
764	AR-030-87953	الله	الله	NO_CHANGE	0	0
765	AR-030-87953		-	INSERT	0	0
766	AR-030-87953	وجميع	وجميع	NO_CHANGE	0	0
767	AR-030-87953	حكام	حكام	NO_CHANGE	0	2
768	AR-030-87953	دولة	دولة	NO_CHANGE	0	1
769	AR-030-87953	الامارات	الإمارات	EDIT	1	3
770	AR-030-87953	حرصوا	حرصوا	NO_CHANGE	0	3
771	AR-030-87953	على	على	NO_CHANGE	0	1
772	AR-030-87953	التطوير	التطوير	NO_CHANGE	0	3
773	AR-030-87953	الحضاري	الحضاري	NO_CHANGE	0	3
774	AR-030-87953	اكثر	أكثر	EDIT	1	0
775	AR-030-87953	من	من	NO_CHANGE	0	1
776	AR-030-87953	كل	كل	NO_CHANGE	0	0
777	AR-030-87953	شيء	شيء،	EDIT	0	1
778	AR-030-87953	فيجب	فيجب	NO_CHANGE	0	3
779	AR-030-87953	ان	أن	EDIT	1	2
780	AR-030-87953	نشعر	نشعر	NO_CHANGE	0	1
781	AR-030-87953	بالامان	بالأمان	EDIT	1	1
782	AR-030-87953	والامتناء	والانتماء	EDIT	0	0
783	AR-030-87953	لهذه	لهذه	NO_CHANGE	0	1
784	AR-030-87953	النعمه	النعمة	EDIT	1	1
785	AR-030-87953	الذي	التي	EDIT	0	3
786	AR-030-87953	اعطونا	أعطونا	EDIT	1	2
787	AR-030-87953	ايها.	إياها.	EDIT	0	0
788	AR-030-87953	لدى	لدى	NO_CHANGE	0	3
789	AR-030-87953	التواصل	التواصل	NO_CHANGE	0	3
790	AR-030-87953	الاجتماعي	الاجتماعي	NO_CHANGE	0	3
791	AR-030-87953	تأثير	تأثير	NO_CHANGE	0	2
792	AR-030-87953	قوي	قوي	NO_CHANGE	0	1
793	AR-030-87953	لدى	لدى	NO_CHANGE	0	3
794	AR-030-87953	الشعب	الشعب	NO_CHANGE	0	1
795	AR-030-87953	واصبحنا	وأصبحنا	EDIT	1	2
796	AR-030-87953	لا	لا	NO_CHANGE	0	1
797	AR-030-87953	يمكننا	يمكننا	NO_CHANGE	0	3
798	AR-030-87953	العيش	العيش	NO_CHANGE	0	2
799	AR-030-87953	بدونه	بدونه	NO_CHANGE	0	4
800	AR-030-87953	حيث	حيث	NO_CHANGE	0	0
801	AR-030-87953	اصبح	أصبح	EDIT	1	2
802	AR-030-87953	جميع	جميع	NO_CHANGE	0	0
803	AR-030-87953	الناس	الناس	NO_CHANGE	0	1
804	AR-030-87953	من	من	NO_CHANGE	0	1
805	AR-030-87953	كل	كل	NO_CHANGE	0	0
806	AR-030-87953	النواحي	النواحي	NO_CHANGE	0	3
807	AR-030-87953	اصبح		DELETE	1	2
808	AR-030-87953	لديهم	لديهم	NO_CHANGE	0	3
809	AR-030-87953	هاتف	هاتف	NO_CHANGE	0	1
810	AR-030-87953	محمول	محمول	NO_CHANGE	0	2
811	AR-030-87953	والالكنرونيات	وإلكترونيات	EDIT	0	0
812	AR-030-87953	ومنها	ومنها	NO_CHANGE	0	1
813	AR-030-87953	الاكثر	الأكثر.	EDIT	1	0
814	AR-030-89249	يعتبر	يعتبر	NO_CHANGE	0	2
815	AR-030-89249	التسامح	التسامح	NO_CHANGE	0	1
816	AR-030-89249	النوعيه	النوعية	EDIT	1	2
817	AR-030-89249	الجيده	الجيدة	EDIT	1	1
818	AR-030-89249	و		DELETE	2	1
819	AR-030-89249	من	ومن	EDIT	0	1
820	AR-030-89249	الضروري	الضروري	NO_CHANGE	0	1
821	AR-030-89249	بنا	لنا	EDIT	0	1
822	AR-030-89249	المجتمع	كمجتمع،	EDIT	0	2
823	AR-030-89249	،		DELETE	0	0
824	AR-030-89249	وفي	وفي	NO_CHANGE	0	1
825	AR-030-89249	هاذا	هذا	EDIT	0	0
826	AR-030-89249	المجتمع	المجتمع	NO_CHANGE	0	2
827	AR-030-89249	يبدو	يبدو	NO_CHANGE	0	4
828	AR-030-89249	ان	أن	EDIT	1	2
829	AR-030-89249	معدل	معدل	NO_CHANGE	0	4
830	AR-030-89249	التسامح	التسامح	NO_CHANGE	0	1
831	AR-030-89249	انخفض	انخفض	NO_CHANGE	0	2
832	AR-030-89249	بعد	مع	EDIT	0	2
833	AR-030-89249	مروره	مرور	EDIT	0	1
834	AR-030-89249	الايام	الأيام،	EDIT	1	1
835	AR-030-89249	الناس	الناس	NO_CHANGE	0	1
836	AR-030-89249	لا	لا	NO_CHANGE	0	1
837	AR-030-89249	يحبون	يحبون	NO_CHANGE	0	1
838	AR-030-89249	راي	رأي	EDIT	1	2
839	AR-030-89249	الاخرين	الآخرين	EDIT	1	1
840	AR-030-89249	و		DELETE	2	1
841	AR-030-89249	حتي	وحتى	EDIT	1	1
842	AR-030-89249	في	في	NO_CHANGE	0	1
843	AR-030-89249	تفكيرهم	تفكيرهم،	EDIT	0	1
844	AR-030-89249	،يجب	يجب	EDIT	0	0
845	AR-030-89249	تطوير	تطوير	NO_CHANGE	0	3
846	AR-030-89249	التسامح	التسامح	NO_CHANGE	0	1
847	AR-030-89249	في	في	NO_CHANGE	0	1
848	AR-030-89249	مجتمعنا	مجتمعنا،	EDIT	0	2
849	AR-030-89249	حاليا	حاليا	NO_CHANGE	0	3
850	AR-030-89249	اعطي	اعط	EDIT	1	2
851	AR-030-89249	فرصه	فرصة	EDIT	0	2
852	AR-030-89249	للاخرين	للآخرين	EDIT	1	1
853	AR-030-89249	لتطوير	لتطوير	NO_CHANGE	0	3
854	AR-030-89249	نفسهم	أنفسهم.	EDIT	0	1
855	AR-030-89249	التسامح	التسامح	NO_CHANGE	0	1
856	AR-030-89249	هو	هو	NO_CHANGE	0	1
857	AR-030-89249	الشي	الشيء	EDIT	0	4
858	AR-030-89249	الراىيسي	الرئيسي	EDIT	1	0
859	AR-030-89249		في	INSERT	0	0
860	AR-030-89249	فيالتعليم	التعليم	EDIT	0	0
861	AR-030-89249	لاي	لأي	EDIT	1	1
862	AR-030-89249	شخص	شخص،	EDIT	0	1
863	AR-030-89249	التفكير	التفكير	NO_CHANGE	0	1
864	AR-030-89249	بما	بما	NO_CHANGE	0	3
865	AR-030-89249	يفعلونه	يفعلونه	NO_CHANGE	0	1
866	AR-030-89249	يخلق	يخلق	NO_CHANGE	0	1
867	AR-030-89249	صراعات	صراعات	NO_CHANGE	0	3
868	AR-030-89249	بينهم	بينهم	NO_CHANGE	0	0
869	AR-030-89249	و		DELETE	2	1
870	AR-030-89249	النقاشات	والنقاشات	EDIT	0	2
871	AR-030-89249	في	في	NO_CHANGE	0	1
872	AR-030-89249	في		DELETE	0	1
873	AR-030-89249	الاشيا	الأشياء	EDIT	0	0
874	AR-030-89249	الصغيره	الصغيرة	EDIT	1	1
875	AR-030-89249	و		DELETE	2	1
876	AR-030-89249	ليس	ليس	NO_CHANGE	0	5
877	AR-030-89249	لها	لها	NO_CHANGE	0	1
878	AR-030-89249	ضروره	ضرورة،	EDIT	1	3
879	AR-030-89249	التسامح	التسامح	NO_CHANGE	0	1
880	AR-030-89249	يجب	يجب	NO_CHANGE	0	3
881	AR-030-89249	ان	أن	EDIT	1	2
882	AR-030-89249	يكون	يكون	NO_CHANGE	0	1
883	AR-030-89249	لنا	لنا	NO_CHANGE	0	1
884	AR-030-89249	واجب	واجبا	EDIT	0	1
885	AR-030-89249	فهو	فهو	NO_CHANGE	0	1
886	AR-030-89249	يمثل	يمثل	NO_CHANGE	0	3
887	AR-030-89249	شخصيتكو	شخصيتك	EDIT	0	0
888	AR-030-89249	اسلوبك	وأسلوبك	EDIT	1	2
889	AR-030-89249	و	وهذا	EDIT	2	1
890	AR-030-89249	حتي		DELETE	1	1
891	AR-030-89249	السلوك	السلوك	NO_CHANGE	0	1
892	AR-030-89249	لا	لا	NO_CHANGE	0	1
893	AR-030-89249	يخلق	يخلق	NO_CHANGE	0	1
894	AR-030-89249	شخصا	شخصا	NO_CHANGE	0	1
895	AR-030-89249	مثاليا	مثاليا	NO_CHANGE	0	4
896	AR-030-89249	بل	بل	NO_CHANGE	0	0
897	AR-030-89249	يحفز	يحفز	NO_CHANGE	0	5
898	AR-030-89249	الاخرين	الآخرين	EDIT	1	1
899	AR-030-89249	ايضا	أيضا	EDIT	1	4
900	AR-030-89249	علي	على	EDIT	1	1
901	AR-030-89249	التسامح	التسامح	NO_CHANGE	0	1
902	AR-030-89249	مع	مع	NO_CHANGE	0	0
903	AR-030-89249	الاخرين.	الآخرين،	EDIT	0	0
904	AR-030-89249	يجب	يجب	NO_CHANGE	0	3
905	AR-030-89249	ان	أن	EDIT	1	2
906	AR-030-89249	ياحذ	يأخذ	EDIT	0	0
907	AR-030-89249	دور	دورا	EDIT	0	3
908	AR-030-89249	كبير	كبيرا	EDIT	0	1
909	AR-030-89249	في	في	NO_CHANGE	0	1
910	AR-030-89249	مجتمعنا	مجتمعنا	NO_CHANGE	0	2
911	AR-030-89249	لهاذا	لهذه	EDIT	0	0
912	AR-030-89249	الاسباب	الأسباب.	EDIT	1	1
913	AR-030-89881	في	في	NO_CHANGE	0	1
914	AR-030-89881	عصرنا	عصرنا	NO_CHANGE	0	2
